  1.
      0.      8071.3690      0.0130
      1.      7289.0300      0.0110
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
  2.
      1.     13135.8240      0.0220
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
  3.
      1.     14949.9100      0.0300
      2.     14931.3200      0.0300
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
  4.
      1.     25840.0000    380.0000
      2.      2424.9200      0.0500
      3.     25120.0000    300.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
  5.
      2.     11390.0000     50.0000
      3.     11680.0000     50.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
  6.
      2.     17592.3000      1.0000
      3.     14085.6000      0.7000
      4.     18374.0000      5.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
  7.
      2.     26110.0000     30.0000
      3.     14906.8000      0.8000
      4.     15768.7000      0.8000
      5.     27870.0000     70.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
  8.
      2.     31598.0000      7.0000
      3.     20945.4000      0.8000
      4.      4941.7300      0.1100
      5.     22920.3000      1.2000
      6.     35095.0000     24.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
  9.
      2.     40810.0000    120.0000
      3.     24953.9000      2.0000
      4.     11347.7000      0.4000
      5.     12415.8000      1.0000
      6.     28913.2000      2.2000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
 10.
      3.     33830.0000    250.0000
      4.     12607.0000      0.4000
      5.     12050.7800      0.3000
      6.     15701.7000      0.5000
      7.     39700.0000    400.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
 11.
      3.     40900.0000    110.0000
      4.     20174.0000      6.0000
      5.      8668.0000      0.4000
      6.     10650.1000      0.9000
      7.     24910.0000    150.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
 12.
      4.     25077.0000     15.0000
      5.     13369.5000      1.3000
      6.         0.0000      0.0000
      7.     17338.1000      1.0000
      8.     32060.0000     40.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
 13.
      4.     34950.0000    500.0000
      5.     16562.3000      1.1000
      6.      3125.0250      0.0160
      7.      5345.5200      0.2700
      8.     23111.0000     10.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
 14.
      4.     41020.0000    300.0000
      5.     23664.0000     21.0000
      6.      3019.9100      0.0250
      7.      2863.4360      0.0240
      8.      8006.5600      0.0800
      9.     33610.0000    400.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
 15.
      5.     28970.0000     22.0000
      6.      9873.2000      0.8000
      7.       101.5000      0.0400
      8.      2855.5000      0.5000
      9.     16770.0000    130.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
 16.
      5.     37640.0000    500.0000
      6.     13694.0000      4.0000
      7.      5682.1000      2.3000
      8.     -4737.0300      0.0500
      9.     10680.0000      8.0000
     10.     23989.0000     20.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
 17.
      5.     44010.0000    700.0000
      6.     21030.0000     40.0000
      7.      7871.0000     15.0000
      8.      -809.3000      0.4000
      9.      1951.5400      0.2400
     10.     16480.0000     50.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
      0.         0.0000      0.0000
 18.
      6.     24890.0000    130.0000
      7.     13117.0000     20.0000
      8.      -782.2000      0.9000
      9.       873.2000      0.7000
     10.      5319.0000      5.0000
     11.     25320.0000    400.0000
      0.         0.0000      0.0000
